target_id, strand, e_value, length
ENST00000282841.9,+,1.5e-11,2895
ENST00000317370.12,-,1.5e-11,3426
ENST00000600584.5,-,1.5e-11,2926
ENST00000482960.1,-,1.5e-11,266
ENST00000367090.3,+,1.5e-11,5390
ENST00000477853.5,+,1.6e-11,6664
ENST00000430244.1,-,1.6e-11,489
ENST00000392976.5,+,1.6e-11,3151
ENST00000534340.1,+,1.6e-11,574
ENST00000281828.6,+,1.6e-11,3369
ENST00000637272.1,+,1.6e-11,2554
ENST00000648671.1,-,1.6e-11,2663
ENST00000493504.1,-,1.7e-11,3282
ENST00000370474.3,+,1.7e-11,1196
ENST00000589880.1,-,1.7e-11,504
ENST00000564967.1,-,1.7e-11,2199
ENST00000592605.1,+,1.8e-11,357
ENST00000529201.1,-,1.8e-11,561
ENST00000263071.8,-,1.8e-11,3443
ENST00000621348.4,-,1.8e-11,3443
ENST00000545606.5,-,1.8e-11,11251
ENST00000448299.6,+,1.8e-11,1718
ENST00000265044.6,-,1.9e-11,3716
ENST00000462165.2,+,1.9e-11,949
ENST00000556515.1,-,2e-11,534
ENST00000366932.3,-,2e-11,7771
ENST00000545606.5,+,2e-11,11251
ENST00000158771.8,-,2e-11,4209
ENST00000493394.1,-,2.1e-11,960
ENST00000481245.6,+,2.1e-11,459
ENST00000513632.2,-,2.1e-11,738
ENST00000589097.5,-,2.1e-11,2251
ENST00000375199.7,-,2.2e-11,5408
ENST00000450169.6,-,2.2e-11,2258
ENST00000498035.5,+,2.2e-11,3932
ENST00000596215.1,-,2.2e-11,508
ENST00000599980.1,-,2.2e-11,750
ENST00000237380.11,-,2.2e-11,10868
ENST00000319211.4,+,2.2e-11,3821
ENST00000518786.1,-,2.2e-11,827
ENST00000420826.6,-,2.2e-11,3190
ENST00000520318.1,+,2.3e-11,677
ENST00000460794.1,-,2.3e-11,568
ENST00000373475.9,-,2.3e-11,4322
ENST00000466642.5,-,2.3e-11,1023
ENST00000458033.6,-,2.3e-11,1505
ENST00000479808.5,+,2.3e-11,1850
ENST00000372371.7,+,2.3e-11,6640
ENST00000637999.1,-,2.4e-11,1429
ENST00000360726.3,-,2.4e-11,4655
ENST00000618282.4,+,2.4e-11,2788
ENST00000391770.8,-,2.4e-11,3056
ENST00000524153.5,+,2.4e-11,721
ENST00000301364.9,+,2.4e-11,5188
ENST00000391771.1,-,2.4e-11,3111
ENST00000391769.2,-,2.5e-11,3186
ENST00000489744.1,-,2.5e-11,430
ENST00000589421.1,+,2.5e-11,492
ENST00000469017.6,-,2.5e-11,2082
ENST00000314574.4,-,2.5e-11,4441
ENST00000371065.8,-,2.5e-11,4622
ENST00000452385.5,-,2.6e-11,2778
ENST00000394022.7,+,2.6e-11,1672
ENST00000468817.5,+,2.6e-11,2706
ENST00000556776.1,+,2.6e-11,583
ENST00000428216.3,+,2.6e-11,11714
ENST00000262811.10,-,2.7e-11,5896
ENST00000477853.5,-,2.7e-11,6664
ENST00000592661.1,-,2.7e-11,1473
ENST00000464751.6,-,2.8e-11,553
ENST00000489906.5,-,2.8e-11,694
ENST00000505551.5,+,2.8e-11,2710
ENST00000355603.3,-,2.8e-11,528
ENST00000246069.11,-,2.8e-11,3617
ENST00000650348.1,-,2.9e-11,4457
ENST00000571220.1,+,2.9e-11,953
ENST00000409955.1,-,2.9e-11,1758
ENST00000531383.5,-,2.9e-11,2056
ENST00000567287.2,-,2.9e-11,366
ENST00000443967.5,-,2.9e-11,3572
ENST00000075120.11,+,3e-11,3915
ENST00000265081.6,+,3e-11,4092
ENST00000306875.9,+,3.1e-11,4247
ENST00000326391.6,+,3.1e-11,1422
ENST00000582341.1,-,3.1e-11,979
ENST00000276533.3,-,3.1e-11,3841
ENST00000398676.3,+,3.2e-11,565
ENST00000491703.5,-,3.2e-11,2839
ENST00000477128.5,-,3.2e-11,2344
ENST00000355754.6,+,3.2e-11,6127
ENST00000319074.5,+,3.2e-11,3660
ENST00000587861.5,-,3.3e-11,2034
ENST00000381222.8,+,3.3e-11,4507
ENST00000381223.9,+,3.3e-11,4510
ENST00000447486.5,+,3.3e-11,2246
ENST00000596008.1,+,3.4e-11,772
ENST00000369880.7,-,3.4e-11,2404
ENST00000610432.4,+,3.4e-11,4019
ENST00000464185.1,+,3.4e-11,2235
ENST00000554554.5,-,3.5e-11,2955
ENST00000407491.6,+,3.5e-11,574
ENST00000323929.7,-,3.5e-11,6897
ENST00000538084.1,-,3.5e-11,741
ENST00000488753.1,+,3.5e-11,796
ENST00000508788.5,-,3.5e-11,446
ENST00000331573.7,-,3.6e-11,2154
ENST00000374586.7,+,3.6e-11,7980
ENST00000595393.5,-,3.6e-11,1471
ENST00000468695.5,-,3.6e-11,1601
ENST00000510199.5,-,3.6e-11,1100
ENST00000269383.7,-,3.7e-11,3439
ENST00000581516.1,-,3.7e-11,844
ENST00000449376.5,-,3.8e-11,2278
ENST00000596053.5,+,3.8e-11,800
ENST00000562178.1,-,3.8e-11,464
ENST00000326631.6,-,3.9e-11,1206
ENST00000588463.1,+,3.9e-11,655
ENST00000597608.1,-,3.9e-11,1727
ENST00000465337.2,+,4e-11,894
ENST00000595074.1,-,4e-11,1037
ENST00000371477.3,-,4e-11,6423
ENST00000621990.4,-,4.1e-11,2738
ENST00000297151.8,-,4.1e-11,3793
ENST00000526390.5,-,4.1e-11,3808
ENST00000372654.5,-,4.2e-11,1455
ENST00000376057.8,-,4.2e-11,2801
ENST00000587962.6,-,4.2e-11,1311
ENST00000507820.5,-,4.3e-11,528
ENST00000433866.6,-,4.3e-11,8784
ENST00000398263.6,+,4.3e-11,6138
ENST00000510737.1,-,4.3e-11,534
ENST00000506179.5,-,4.3e-11,3021
ENST00000330964.9,-,4.3e-11,6434
ENST00000396403.8,-,4.5e-11,6151
ENST00000273590.3,+,4.5e-11,2146
ENST00000377386.7,+,4.6e-11,6489
ENST00000496455.6,-,4.6e-11,8751
ENST00000422340.6,-,4.6e-11,2855
ENST00000316423.10,-,4.6e-11,3216
ENST00000460963.5,+,4.6e-11,1610
ENST00000240093.7,+,4.7e-11,13736
ENST00000537916.2,+,4.7e-11,13740
ENST00000546636.5,-,4.7e-11,2125
ENST00000460957.1,-,4.7e-11,790
ENST00000314138.10,-,4.7e-11,4916
ENST00000485866.5,-,4.8e-11,2960
ENST00000370128.8,-,4.8e-11,2535
ENST00000358689.8,+,4.8e-11,5861
ENST00000575365.1,-,4.9e-11,235
ENST00000485271.5,-,4.9e-11,507
ENST00000340413.6,+,4.9e-11,3874
ENST00000371384.3,+,4.9e-11,3046
ENST00000439290.5,-,4.9e-11,4345
ENST00000272462.2,-,4.9e-11,3061
ENST00000355773.5,-,5e-11,3455
ENST00000468457.1,+,5e-11,1038
ENST00000600199.1,+,5e-11,2381
ENST00000350027.8,+,5.1e-11,1966
ENST00000458198.2,+,5.1e-11,1223
ENST00000369970.7,-,5.1e-11,2078
ENST00000495768.1,+,5.2e-11,674
ENST00000361060.5,-,5.2e-11,8632
ENST00000602094.5,-,5.2e-11,2738
ENST00000442832.8,+,5.2e-11,3339
ENST00000574591.1,+,5.2e-11,615
ENST00000620209.4,-,5.2e-11,3123
ENST00000633389.1,-,5.2e-11,3123
ENST00000480198.1,+,5.3e-11,1306
ENST00000463260.5,-,5.4e-11,1941
ENST00000479372.1,-,5.5e-11,850
ENST00000619034.2,+,5.5e-11,3039
ENST00000261658.6,+,5.5e-11,3039
ENST00000246548.8,-,5.6e-11,4023
ENST00000579849.5,+,5.7e-11,4434
ENST00000371316.3,-,5.7e-11,6369
ENST00000394715.1,-,5.8e-11,2094
ENST00000261798.9,+,5.9e-11,6067
ENST00000342374.4,-,5.9e-11,4445
ENST00000356347.3,+,6e-11,2598
ENST00000523165.1,-,6e-11,375
ENST00000449224.1,-,6.1e-11,1811
ENST00000465415.1,+,6.1e-11,624
ENST00000585357.1,+,6.2e-11,3807
ENST00000446587.2,+,6.2e-11,1177
ENST00000519730.1,-,6.2e-11,413
ENST00000587367.5,-,6.3e-11,596
ENST00000261854.9,+,6.3e-11,7372
ENST00000493176.1,-,6.3e-11,545
ENST00000496007.5,-,6.4e-11,4452
ENST00000497513.1,-,6.4e-11,571
ENST00000612181.3,-,6.5e-11,2167
ENST00000487252.1,+,6.6e-11,735
ENST00000628199.1,-,6.6e-11,2194
ENST00000361778.6,+,6.6e-11,2464
ENST00000465271.5,-,6.7e-11,4125
ENST00000561643.5,+,6.7e-11,3271
ENST00000216410.7,-,6.8e-11,3860
ENST00000524289.1,+,6.9e-11,979
ENST00000233623.9,+,6.9e-11,3235
ENST00000429659.7,+,6.9e-11,2387
ENST00000288607.2,-,7.1e-11,1391
ENST00000470481.2,-,7.2e-11,1828
ENST00000496047.5,-,7.2e-11,554
ENST00000411731.6,+,7.2e-11,1027
ENST00000599872.1,-,7.3e-11,621
ENST00000299157.4,+,7.4e-11,3189
ENST00000368090.4,+,7.4e-11,7039
ENST00000595715.1,-,7.5e-11,861
ENST00000269445.10,+,7.6e-11,5049
ENST00000448443.6,+,7.6e-11,2255
ENST00000490762.5,-,7.7e-11,2643
ENST00000602080.1,+,7.7e-11,609
ENST00000399562.8,+,7.7e-11,3350
ENST00000480479.5,-,7.8e-11,2792
ENST00000507152.5,-,7.9e-11,2602
ENST00000472194.6,+,7.9e-11,4314
ENST00000560671.5,-,8.1e-11,924
ENST00000509524.5,+,8.1e-11,2480
ENST00000480824.6,+,8.4e-11,6861
ENST00000494484.1,+,8.5e-11,2149
ENST00000490104.5,+,8.5e-11,2717
ENST00000338148.7,-,8.5e-11,2605
ENST00000326866.4,+,8.7e-11,2651
ENST00000264832.7,-,8.8e-11,3252
ENST00000345392.2,-,8.8e-11,2696
ENST00000590828.5,-,8.9e-11,1552
ENST00000505068.5,-,8.9e-11,3561
ENST00000309784.8,-,8.9e-11,3867
ENST00000467324.5,+,8.9e-11,2843
ENST00000649895.1,-,9e-11,2364
ENST00000301633.8,+,9.2e-11,2711
ENST00000597905.5,+,9.4e-11,541
ENST00000375826.3,+,9.5e-11,2500
ENST00000261015.4,-,9.6e-11,8100
ENST00000609606.6,+,9.6e-11,2018
ENST00000585044.5,-,9.6e-11,4327
ENST00000542946.1,-,9.7e-11,2839
ENST00000462014.2,+,9.7e-11,2866
ENST00000555140.1,-,9.8e-11,530
ENST00000371477.3,+,1e-10,6423
ENST00000434335.2,+,1e-10,3489
ENST00000343813.9,+,1e-10,4771
ENST00000525256.1,+,1.1e-10,762
ENST00000562410.5,+,1.1e-10,2991
ENST00000630477.1,+,1.1e-10,1127
ENST00000389682.7,+,1.1e-10,3420
ENST00000339397.4,-,1.1e-10,2855
ENST00000356362.6,-,1.1e-10,3480
ENST00000378617.3,+,1.1e-10,4066
ENST00000645339.1,-,1.1e-10,3113
ENST00000377891.6,-,1.1e-10,2222
ENST00000508355.5,+,1.1e-10,2092
ENST00000481939.5,-,1.1e-10,2436
ENST00000367710.7,+,1.1e-10,1771
ENST00000568717.1,-,1.2e-10,1395
ENST00000503123.5,-,1.2e-10,298
ENST00000621967.4,-,1.2e-10,1901
ENST00000544967.5,-,1.2e-10,3498
ENST00000396987.7,-,1.2e-10,6298
ENST00000354284.8,+,1.2e-10,1456
ENST00000254584.6,+,1.2e-10,2543
ENST00000296446.12,+,1.2e-10,3318
ENST00000256474.2,-,1.2e-10,3737
ENST00000460873.5,-,1.2e-10,569
ENST00000564899.1,-,1.2e-10,551
ENST00000298894.4,-,1.3e-10,2441
ENST00000616515.2,-,1.3e-10,2441
ENST00000429711.6,-,1.3e-10,2117
ENST00000576788.1,-,1.3e-10,568
ENST00000403136.1,+,1.3e-10,1778
ENST00000349139.5,-,1.3e-10,9974
ENST00000583313.6,+,1.3e-10,4961
ENST00000244043.4,-,1.3e-10,5579
ENST00000373237.3,-,1.3e-10,2701
ENST00000221930.5,+,1.4e-10,2769
ENST00000589178.5,-,1.4e-10,3368
ENST00000535383.5,-,1.4e-10,665
ENST00000465780.1,+,1.4e-10,690
ENST00000484950.5,-,1.4e-10,873
ENST00000495198.6,+,1.4e-10,816
ENST00000581641.1,+,1.4e-10,1119
ENST00000409290.1,+,1.4e-10,4002
ENST00000591686.1,-,1.5e-10,628
ENST00000587250.3,+,1.5e-10,4147
ENST00000510680.1,+,1.5e-10,576
ENST00000372876.1,-,1.5e-10,1616
ENST00000421540.1,-,1.5e-10,563
ENST00000366699.3,+,1.6e-10,2511
ENST00000508554.1,-,1.6e-10,698
ENST00000003302.8,-,1.6e-10,4669
ENST00000580787.5,-,1.6e-10,437
ENST00000647926.1,-,1.7e-10,2235
ENST00000421223.5,+,1.8e-10,3028
ENST00000591245.1,-,1.8e-10,265
ENST00000584024.5,+,1.8e-10,1965
ENST00000579457.1,-,1.8e-10,2975
ENST00000490672.1,+,1.8e-10,3264
ENST00000607452.5,-,1.8e-10,831
ENST00000434650.6,+,1.8e-10,2050
ENST00000454366.1,+,1.9e-10,3112
ENST00000306645.9,+,1.9e-10,2093
ENST00000466161.1,+,1.9e-10,3366
ENST00000555919.7,-,1.9e-10,504
ENST00000328195.7,+,1.9e-10,2558
ENST00000469078.5,-,1.9e-10,1918
ENST00000261708.8,-,2e-10,4392
ENST00000649841.1,-,2e-10,2213
ENST00000536759.2,+,2e-10,2222
ENST00000368324.4,+,2e-10,5240
ENST00000437807.6,+,2e-10,2242
ENST00000422447.7,+,2e-10,2416
ENST00000395686.7,-,2e-10,5285
ENST00000460110.5,-,2e-10,3641
ENST00000502263.1,+,2.1e-10,552
ENST00000379477.5,-,2.1e-10,1948
ENST00000461648.3,+,2.1e-10,2793
ENST00000507606.2,-,2.1e-10,2450
ENST00000395894.6,-,2.2e-10,5443
ENST00000395595.7,-,2.2e-10,2428
ENST00000533403.6,-,2.2e-10,1124
ENST00000267814.13,-,2.2e-10,4909
ENST00000595607.5,+,2.2e-10,2478
ENST00000464847.6,-,2.2e-10,5616
ENST00000500945.2,+,2.3e-10,1430
ENST00000320954.10,-,2.3e-10,6630
ENST00000391614.7,-,2.3e-10,508
ENST00000312777.9,+,2.3e-10,3151
ENST00000491988.1,-,2.3e-10,807
ENST00000597436.5,-,2.4e-10,1055
ENST00000525375.1,-,2.4e-10,513
ENST00000422342.2,-,2.4e-10,1141
ENST00000489741.1,-,2.4e-10,776
ENST00000488423.1,+,2.5e-10,3131
ENST00000339600.5,-,2.5e-10,2130
ENST00000296121.5,+,2.5e-10,5122
ENST00000627745.1,+,2.5e-10,5122
ENST00000484325.1,-,2.5e-10,324
ENST00000477909.5,-,2.5e-10,3450
ENST00000484380.2,-,2.5e-10,1823
ENST00000508413.1,-,2.6e-10,563
ENST00000422285.6,-,2.6e-10,3310
ENST00000396335.8,+,2.6e-10,2678
ENST00000393708.3,+,2.6e-10,1012
ENST00000373237.3,+,2.6e-10,2701
ENST00000527126.1,+,2.6e-10,527
ENST00000646872.1,+,2.6e-10,527
ENST00000396053.9,-,2.6e-10,3029
ENST00000496090.6,-,2.7e-10,658
ENST00000462386.5,+,2.8e-10,1614
ENST00000488213.5,-,2.8e-10,1035
ENST00000373750.8,+,2.8e-10,2233
ENST00000497719.5,-,2.8e-10,721
ENST00000357758.3,+,2.8e-10,5603
ENST00000578895.5,+,2.9e-10,3154
ENST00000568445.1,-,2.9e-10,591
ENST00000582445.1,+,2.9e-10,543
ENST00000485040.5,+,3e-10,2741
ENST00000649427.1,-,3e-10,1798
ENST00000271308.8,-,3e-10,3729
ENST00000468913.2,+,3.1e-10,589
ENST00000437275.5,+,3.2e-10,3744
ENST00000428414.5,-,3.2e-10,1920
ENST00000285274.9,-,3.2e-10,5145
ENST00000357613.8,+,3.2e-10,4959
ENST00000442430.1,-,3.3e-10,892
ENST00000647920.1,-,3.3e-10,452
ENST00000601629.5,-,3.3e-10,549
ENST00000339656.7,+,3.3e-10,6882
ENST00000417404.2,+,3.3e-10,4742
ENST00000307741.10,+,3.4e-10,4804
ENST00000397388.7,-,3.4e-10,2648
ENST00000284727.8,-,3.5e-10,5484
ENST00000361746.9,-,3.5e-10,2229
ENST00000437152.7,+,3.5e-10,2013
ENST00000451032.6,+,3.5e-10,1532
ENST00000426945.6,+,3.5e-10,1532
ENST00000454427.6,+,3.5e-10,1532
ENST00000327800.10,+,3.5e-10,1532
ENST00000259873.4,+,3.5e-10,1532
ENST00000430402.6,+,3.5e-10,1532
ENST00000412451.6,+,3.5e-10,1532
ENST00000436959.7,-,3.5e-10,2412
ENST00000583796.1,-,3.5e-10,1485
ENST00000610020.1,+,3.5e-10,16993
ENST00000409716.6,-,3.6e-10,816
ENST00000318190.7,-,3.6e-10,819
ENST00000553777.1,+,3.6e-10,328
ENST00000217909.7,-,3.6e-10,2783
ENST00000586149.1,-,3.7e-10,258
ENST00000551765.5,-,3.7e-10,4244
ENST00000583302.1,-,3.7e-10,1289
ENST00000597856.1,-,3.8e-10,582
ENST00000548171.1,-,3.8e-10,931
ENST00000256366.5,+,3.8e-10,7015
ENST00000589608.1,-,3.8e-10,368
ENST00000496474.1,-,3.9e-10,539
ENST00000475465.1,-,3.9e-10,685
ENST00000613473.1,-,3.9e-10,6445
ENST00000585044.5,+,3.9e-10,4327
ENST00000368090.4,-,4e-10,7039
ENST00000301215.7,+,4.1e-10,4023
ENST00000614081.1,-,4.1e-10,1623
ENST00000528452.1,-,4.2e-10,333
ENST00000455565.5,-,4.2e-10,2609
ENST00000631721.1,-,4.2e-10,2609
ENST00000465677.1,+,4.3e-10,505
ENST00000613941.4,-,4.3e-10,595
ENST00000514483.5,-,4.3e-10,682
ENST00000489687.1,-,4.3e-10,288
ENST00000500090.2,+,4.4e-10,406
ENST00000286298.4,-,4.6e-10,8080
ENST00000479804.1,-,4.6e-10,494
ENST00000296509.10,-,4.6e-10,5468
ENST00000397066.8,-,4.7e-10,4283
ENST00000334464.6,-,4.9e-10,9699
ENST00000647676.1,-,5e-10,2587
ENST00000445888.6,-,5e-10,2506
ENST00000619485.4,-,5e-10,2506
ENST00000323303.8,+,5e-10,3986
ENST00000567499.5,-,5e-10,3994
ENST00000269305.8,-,5.2e-10,2579
ENST00000620739.4,-,5.2e-10,2579
ENST00000586924.1,-,5.3e-10,447
ENST00000216294.4,+,5.3e-10,2656
ENST00000409158.5,+,5.4e-10,2277
ENST00000455308.6,-,6e-10,2487
ENST00000615383.4,+,6e-10,3849
ENST00000329214.12,+,6.3e-10,2468
ENST00000585339.5,-,6.4e-10,566
ENST00000378203.5,-,6.4e-10,1296
ENST00000370823.7,+,6.5e-10,2929
ENST00000428892.1,+,6.6e-10,1056
ENST00000565195.5,+,6.7e-10,586
ENST00000509910.1,+,7.1e-10,4333
ENST00000370904.6,+,7.1e-10,5413
ENST00000553232.1,-,7.2e-10,1265
ENST00000371899.8,+,7.2e-10,2528
ENST00000626271.2,+,7.2e-10,2528
ENST00000378197.4,-,7.2e-10,1457
ENST00000442744.6,-,7.3e-10,2845
ENST00000594044.1,-,7.4e-10,834
ENST00000444273.6,+,7.4e-10,3402
ENST00000471799.1,-,7.4e-10,668
ENST00000244221.8,-,7.4e-10,6279
ENST00000566783.1,+,7.7e-10,1826
ENST00000263791.9,+,7.8e-10,5499
ENST00000559323.5,+,7.8e-10,2002
ENST00000309377.8,-,7.9e-10,1327
ENST00000545145.6,-,8e-10,4422
ENST00000507668.6,-,8.2e-10,6479
ENST00000413002.5,-,8.3e-10,674
ENST00000283131.3,-,8.4e-10,7923
ENST00000462669.1,-,8.5e-10,552
ENST00000321442.9,-,8.5e-10,4231
ENST00000496484.1,+,8.6e-10,823
ENST00000602051.5,-,8.7e-10,286
ENST00000619400.2,-,8.7e-10,7111
ENST00000322723.8,+,8.7e-10,4034
ENST00000545467.5,-,9.1e-10,570
ENST00000599513.1,+,9.1e-10,475
ENST00000416760.5,-,9.6e-10,562
ENST00000491989.1,+,9.8e-10,611
ENST00000464949.5,+,9.9e-10,613
ENST00000577027.1,+,1e-09,233
ENST00000234115.10,+,1e-09,4208
ENST00000403716.5,+,1.1e-09,4349
ENST00000595361.1,+,1.1e-09,466
ENST00000460343.5,+,1.1e-09,7286
ENST00000468812.5,-,1.1e-09,2238
ENST00000352066.7,+,1.1e-09,2870
ENST00000537303.5,+,1.1e-09,1350
ENST00000396049.4,-,1.1e-09,4885
ENST00000409379.7,+,1.1e-09,4502
ENST00000647028.1,+,1.1e-09,4502
ENST00000522255.1,+,1.1e-09,931
ENST00000520710.5,-,1.1e-09,2022
ENST00000593576.1,+,1.1e-09,2887
ENST00000517979.1,+,1.1e-09,877
ENST00000538183.6,+,1.2e-09,14266
ENST00000366910.9,+,1.2e-09,7439
ENST00000621161.4,-,1.2e-09,8628
ENST00000533086.5,-,1.2e-09,4248
ENST00000560878.1,-,1.2e-09,541
ENST00000382580.6,-,1.2e-09,1971
ENST00000442832.8,-,1.2e-09,3339
ENST00000484873.6,-,1.2e-09,364
ENST00000618662.1,+,1.2e-09,364
ENST00000634034.1,+,1.2e-09,364
ENST00000367063.6,-,1.2e-09,1691
ENST00000487935.1,+,1.3e-09,511
ENST00000251900.8,-,1.3e-09,4200
ENST00000418436.5,-,1.3e-09,1255
ENST00000529284.5,-,1.3e-09,1182
ENST00000557317.1,-,1.3e-09,668
ENST00000527738.1,+,1.3e-09,809
ENST00000628252.1,+,1.3e-09,809
ENST00000393633.6,-,1.3e-09,4792
ENST00000466129.6,-,1.3e-09,1104
ENST00000422090.2,+,1.3e-09,3479
ENST00000510558.6,-,1.3e-09,1051
ENST00000322716.7,-,1.3e-09,8126
ENST00000458603.1,-,1.3e-09,455
ENST00000595329.5,+,1.3e-09,1299
ENST00000635115.1,+,1.3e-09,1299
ENST00000003100.12,-,1.4e-09,3210
ENST00000592154.1,+,1.4e-09,650
ENST00000568399.1,-,1.4e-09,629
ENST00000588218.1,+,1.4e-09,482
ENST00000380861.8,-,1.4e-09,6647
ENST00000466199.1,+,1.5e-09,734
ENST00000389912.6,-,1.5e-09,1717
ENST00000426587.5,+,1.5e-09,2130
ENST00000427617.6,+,1.5e-09,1677
ENST00000428059.5,-,1.5e-09,2295
ENST00000375638.7,-,1.5e-09,847
ENST00000423640.6,-,1.5e-09,847
ENST00000433752.6,-,1.5e-09,847
ENST00000414434.6,-,1.5e-09,847
ENST00000383383.6,-,1.5e-09,847
ENST00000373715.10,+,1.6e-09,4222
ENST00000366131.6,+,1.6e-09,553
ENST00000355417.6,+,1.6e-09,3451
ENST00000458032.2,-,1.6e-09,2444
ENST00000443156.2,-,1.6e-09,2450
ENST00000374666.1,-,1.6e-09,497
ENST00000576483.1,-,1.7e-09,747
ENST00000263379.3,+,1.7e-09,2962
ENST00000466550.1,-,1.7e-09,756
ENST00000468611.5,+,1.7e-09,1868
ENST00000452686.2,+,1.7e-09,437
ENST00000592434.5,+,1.7e-09,3415
ENST00000395789.5,-,1.7e-09,952
ENST00000443974.5,-,1.7e-09,952
ENST00000436558.5,-,1.7e-09,952
ENST00000436495.5,-,1.7e-09,952
ENST00000400035.5,-,1.7e-09,952
ENST00000482800.5,+,1.8e-09,2217
ENST00000401695.8,+,1.8e-09,2314
ENST00000473585.1,-,1.8e-09,506
ENST00000510733.1,+,1.8e-09,5002
ENST00000361441.4,+,1.8e-09,2818
ENST00000497196.5,+,1.9e-09,856
ENST00000330232.8,-,1.9e-09,3195
ENST00000260270.2,-,1.9e-09,3206
ENST00000534707.1,+,1.9e-09,432
ENST00000395270.5,+,1.9e-09,7011
ENST00000471259.1,-,1.9e-09,942
ENST00000262415.7,-,1.9e-09,5558
ENST00000406941.5,+,1.9e-09,946
ENST00000427936.4,+,1.9e-09,2601
ENST00000425603.4,+,1.9e-09,2601
ENST00000415289.4,+,1.9e-09,2601
ENST00000376630.4,+,1.9e-09,2601
ENST00000415649.4,+,1.9e-09,2601
ENST00000383597.6,+,1.9e-09,2601
ENST00000444683.4,+,1.9e-09,2601
ENST00000523206.5,-,2e-09,3351
ENST00000552341.5,-,2e-09,1980
ENST00000264436.8,-,2e-09,9267
ENST00000556431.1,-,2e-09,4142
ENST00000548869.1,-,2.1e-09,1160
ENST00000548477.5,+,2.1e-09,2053
ENST00000639169.1,-,2.1e-09,2537
ENST00000593832.1,-,2.1e-09,2941
ENST00000204549.8,+,2.1e-09,2851
ENST00000531120.5,+,2.2e-09,5051
ENST00000620515.1,-,2.2e-09,347
ENST00000397152.7,-,2.3e-09,1539
ENST00000423834.6,+,2.3e-09,1262
ENST00000451482.1,+,2.4e-09,1078
ENST00000345392.2,+,2.4e-09,2696
ENST00000307892.12,+,2.4e-09,4286
ENST00000555621.1,+,2.5e-09,566
ENST00000441547.5,-,2.6e-09,526
ENST00000470743.4,-,2.6e-09,832
ENST00000494318.5,-,2.6e-09,470
ENST00000361070.8,-,2.6e-09,4957
ENST00000530698.1,+,2.7e-09,522
ENST00000564159.1,-,2.7e-09,2618
ENST00000252599.8,-,2.7e-09,3704
ENST00000588432.1,-,2.7e-09,568
ENST00000334047.11,-,2.8e-09,2287
ENST00000624666.1,-,2.8e-09,2006
ENST00000476234.5,+,2.8e-09,739
ENST00000313056.9,-,2.8e-09,4287
ENST00000557543.5,+,2.8e-09,2020
ENST00000554106.5,+,2.8e-09,551
ENST00000532456.5,-,2.9e-09,664
ENST00000423505.5,-,2.9e-09,731
ENST00000591863.1,+,3.1e-09,2903
ENST00000528937.1,-,3.2e-09,1378
ENST00000507485.1,+,3.2e-09,1526
ENST00000448173.5,+,3.2e-09,1716
ENST00000290200.6,+,3.2e-09,1963
ENST00000525815.5,-,3.2e-09,3170
ENST00000395425.6,-,3.4e-09,2954
ENST00000264036.5,+,3.4e-09,3313
ENST00000622065.4,-,3.5e-09,646
ENST00000246069.11,+,3.5e-09,3617
ENST00000547246.1,+,3.5e-09,432
ENST00000562595.5,+,3.5e-09,2262
ENST00000460807.2,-,3.5e-09,894
ENST00000371655.3,-,3.6e-09,12844
ENST00000407540.7,-,3.6e-09,2524
ENST00000436587.6,-,3.8e-09,6235
ENST00000397779.2,-,3.8e-09,374
ENST00000219837.11,+,3.9e-09,6432
ENST00000276594.2,+,4e-09,2344
ENST00000261769.9,-,4.1e-09,4889
ENST00000578498.1,-,4.1e-09,485
ENST00000399702.5,-,4.3e-09,2748
ENST00000585268.1,-,4.3e-09,522
ENST00000321256.9,+,4.4e-09,2169
ENST00000508193.2,-,4.4e-09,764
ENST00000428425.1,+,4.5e-09,2220
ENST00000434032.6,-,4.7e-09,4677
ENST00000421471.1,-,4.7e-09,1030
ENST00000557781.5,+,4.7e-09,1569
ENST00000394805.7,-,4.8e-09,4843
ENST00000468154.1,-,4.9e-09,582
ENST00000409193.1,+,4.9e-09,1436
ENST00000253686.6,+,5.1e-09,4586
ENST00000557543.5,-,5.2e-09,2020
ENST00000525082.1,+,5.3e-09,1232
ENST00000576008.5,-,5.4e-09,589
ENST00000464658.1,-,5.4e-09,898
ENST00000356853.9,-,5.6e-09,2094
ENST00000467493.5,+,5.6e-09,987
ENST00000537589.1,+,5.7e-09,3768
ENST00000327299.7,+,5.7e-09,6836
ENST00000537653.5,+,5.7e-09,3563
ENST00000642298.1,+,5.8e-09,2561
ENST00000585954.1,-,5.9e-09,330
ENST00000498785.1,+,5.9e-09,505
ENST00000260665.11,-,6.1e-09,6335
ENST00000624097.1,-,6.2e-09,3351
ENST00000482894.5,-,6.3e-09,581
ENST00000474844.5,-,6.3e-09,2150
ENST00000479053.1,+,6.3e-09,1717
ENST00000636280.1,+,6.3e-09,2462
ENST00000439211.6,-,6.3e-09,3917
ENST00000382264.7,-,6.4e-09,1389
ENST00000419160.4,+,6.5e-09,547
ENST00000551793.5,+,6.5e-09,768
ENST00000295414.7,-,6.7e-09,3767
ENST00000622447.4,-,6.7e-09,3757
ENST00000374619.1,-,6.8e-09,2835
ENST00000480410.1,-,7.1e-09,1454
